O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Electrical Technician,N
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Electronics Engineering Technician,Y
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Electronics Technician,N
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Engineering Technician (Engineering Tech),Y
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Engineering Technologist,Y
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,System Technologist,N
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Technologist,Y
17-3024.01,Robotics Technicians,Automation Technician,Y
17-3024.01,Robotics Technicians,Electrical and Instrumentation Technician (E and I Technician),Y
17-3024.01,Robotics Technicians,Instrument and Automation Technician,N
17-3024.01,Robotics Technicians,Instrument Specialist,Y
17-3024.01,Robotics Technicians,Instrument Technician,N
17-3024.01,Robotics Technicians,Instrumentation and Controls Technician,N
17-3024.01,Robotics Technicians,Instrumentation and Process Controls Technician,N
17-3024.01,Robotics Technicians,Process Control Technician,Y
17-3024.01,Robotics Technicians,Programmable Logic Controllers Technician,N
17-3025.00,Environmental Engineering Technologists and Technicians,Air Quality Instrument Specialist,Y
17-3025.00,Environmental Engineering Technologists and Technicians,Engineer Technician,N
17-3025.00,Environmental Engineering Technologists and Technicians,Environmental Engineering Assistant,N
17-3025.00,Environmental Engineering Technologists and Technicians,Environmental Engineering Technician,N
17-3025.00,Environmental Engineering Technologists and Technicians,Environmental Field Technician,Y
17-3025.00,Environmental Engineering Technologists and Technicians,Environmental Technician,Y
17-3025.00,Environmental Engineering Technologists and Technicians,Haz Tech (Hazardous Technician),Y
17-3026.00,Industrial Engineering Technologists and Technicians,Business Process Analyst,N
17-3026.00,Industrial Engineering Technologists and Technicians,Engineering Technician,N
17-3026.00,Industrial Engineering Technologists and Technicians,Industrial Engineering Analyst,N
17-3026.00,Industrial Engineering Technologists and Technicians,Industrial Engineering Technician,Y
17-3026.00,Industrial Engineering Technologists and Technicians,Manufacturing Coordinator,N
17-3026.00,Industrial Engineering Technologists and Technicians,Manufacturing Technology Analyst,Y
17-3026.00,Industrial Engineering Technologists and Technicians,Quality Control Engineering Technician (QC Engineering Technician),Y
17-3026.00,Industrial Engineering Technologists and Technicians,Quality Management Coordinator,N
17-3026.00,Industrial Engineering Technologists and Technicians,Quality Technician,Y
17-3026.00,Industrial Engineering Technologists and Technicians,Service Technician,N
17-3027.00,Mechanical Engineering Technologists and Technicians,Engineering Laboratory Technician (Engineering Lab Technician),N
17-3027.00,Mechanical Engineering Technologists and Technicians,Engineering Technical Analyst,N
17-3027.00,Mechanical Engineering Technologists and Technicians,Engineering Technician (Engineering Tech),Y
17-3027.00,Mechanical Engineering Technologists and Technicians,Engineering Technologist,N
17-3027.00,Mechanical Engineering Technologists and Technicians,Manufacturing Engineering Technician (Manufacturing Engineering Tech),N
17-3027.00,Mechanical Engineering Technologists and Technicians,Mechanical Designer,Y
17-3027.00,Mechanical Engineering Technologists and Technicians,Mechanical Technician (Mechanical Tech),Y
17-3027.00,Mechanical Engineering Technologists and Technicians,Process Engineering Technician (Process Engineering Tech),N
17-3027.00,Mechanical Engineering Technologists and Technicians,Process Technician,N
17-3027.00,Mechanical Engineering Technologists and Technicians,Research and Development Technician (R and D Tech),Y
17-3029.01,Non-Destructive Testing Specialists,Industrial Radiographer,N
17-3029.01,Non-Destructive Testing Specialists,NDE Technician (Non-Destructive Evaluation Technician),Y
17-3029.01,Non-Destructive Testing Specialists,NDT Coordinator (Non-Destructive Testing Coordinator),N
17-3029.01,Non-Destructive Testing Specialists,NDT Inspector (Non-Destructing Testing Inspector),N
17-3029.01,Non-Destructive Testing Specialists,NDT Specialist (Non-Destructive Testing Specialist),Y
17-3029.01,Non-Destructive Testing Specialists,NDT Technical Specialist (Non-Destructive Testing Technical Specialist),Y
17-3029.01,Non-Destructive Testing Specialists,NDT Technician (Non-Destructive Testing Technician),Y
17-3029.08,Photonics Technicians,Fiber Optics Instructor,Y
17-3029.08,Photonics Technicians,Fiber Optics Technician (Fiber Optics Tech),N
17-3029.08,Photonics Technicians,Laser Technician (Laser Tech),Y
17-3029.08,Photonics Technicians,Optics Technician (Optics Tech),Y
17-3029.08,Photonics Technicians,Optomechanical Technician (Optomechanical Tech),N
17-3029.08,Photonics Technicians,Photonics Laboratory Technician (Photonics Lab Tech),N
17-3029.08,Photonics Technicians,Photonics Technician (Photonics Tech),Y
17-3029.08,Photonics Technicians,Ruling Technician (Ruling Tech),N
17-3031.00,Surveying and Mapping Technicians,Aerotriangulation Specialist,N
17-3031.00,Surveying and Mapping Technicians,Geospatial Analyst,N
17-3031.00,Surveying and Mapping Technicians,Mapping Editor,N
17-3031.00,Surveying and Mapping Technicians,Mapping Technician,Y
17-3031.00,Surveying and Mapping Technicians,Photogrammetric Compilation Specialist,Y
17-3031.00,Surveying and Mapping Technicians,Photogrammetric Technician,Y
17-3031.00,Surveying and Mapping Technicians,Stereoplotter Operator,N
17-3031.00,Surveying and Mapping Technicians,Survey Technician,Y
17-3031.00,Surveying and Mapping Technicians,Tax Map Technician,N
19-1012.00,Food Scientists and Technologists,Food and Drug Research Scientist,N
19-1012.00,Food Scientists and Technologists,Food Chemist,N
19-1012.00,Food Scientists and Technologists,Food Engineer,N
19-1012.00,Food Scientists and Technologists,Food Scientist,Y
19-1012.00,Food Scientists and Technologists,Food Technologist,Y
19-1012.00,Food Scientists and Technologists,Formulator,N
19-1012.00,Food Scientists and Technologists,Product Development Scientist,N
19-1012.00,Food Scientists and Technologists,Research Chef,N
19-1012.00,Food Scientists and Technologists,Research Food Technologist,Y
19-1012.00,Food Scientists and Technologists,Research Scientist,Y
19-1013.00,Soil and Plant Scientists,Agronomist,Y
19-1013.00,Soil and Plant Scientists,Arboriculture Researcher,N
19-1013.00,Soil and Plant Scientists,Crop Nutrition Scientist,N
19-1013.00,Soil and Plant Scientists,Forage Physiologist,N
19-1013.00,Soil and Plant Scientists,Horticulture Specialist,N
19-1013.00,Soil and Plant Scientists,Plant Physiologist,N
19-1013.00,Soil and Plant Scientists,Plant Research Geneticist,N
19-1013.00,Soil and Plant Scientists,Research Scientist,Y
19-1013.00,Soil and Plant Scientists,Research Soil Scientist,Y
19-1013.00,Soil and Plant Scientists,Scientist,Y
19-1021.00,Biochemists and Biophysicists,Analytical Research Chemist,Y
19-1021.00,Biochemists and Biophysicists,Biochemist,Y
19-1021.00,Biochemists and Biophysicists,Biophysics Researcher,Y
19-1021.00,Biochemists and Biophysicists,Scientist,Y
19-1022.00,Microbiologists,Bacteriologist,Y
19-1022.00,Microbiologists,Clinical Laboratory Scientist (Clinical Lab Scientist),Y
19-1022.00,Microbiologists,Clinical Microbiologist,N
19-1022.00,Microbiologists,Medical Technologist,N
19-1022.00,Microbiologists,Microbiological Analyst,Y
19-1022.00,Microbiologists,Microbiologist,Y
19-1022.00,Microbiologists,Public Health Microbiologist,N
19-1022.00,Microbiologists,Quality Control Microbiologist (QC Microbiologist),N
19-1022.00,Microbiologists,Research Microbiologist,N
19-1022.00,Microbiologists,Research Specialist,N
19-1023.00,Zoologists and Wildlife Biologists,Aquatic Biologist,N
19-1023.00,Zoologists and Wildlife Biologists,Conservation Biologist,Y
19-1023.00,Zoologists and Wildlife Biologists,Fish and Wildlife Biologist,Y
19-1023.00,Zoologists and Wildlife Biologists,Fisheries and Wildlife Biological Scientist,N
19-1023.00,Zoologists and Wildlife Biologists,Fisheries Biologist,Y
19-1023.00,Zoologists and Wildlife Biologists,Forest Wildlife Biologist,N
19-1023.00,Zoologists and Wildlife Biologists,Habitat Biologist,N
19-1023.00,Zoologists and Wildlife Biologists,Wildlife Biologist,Y
19-1023.00,Zoologists and Wildlife Biologists,Wildlife Refuge Specialist,N
19-1023.00,Zoologists and Wildlife Biologists,Zoologist,N
19-1029.01,Bioinformatics Scientists,Bioinformaticist,Y
19-1029.01,Bioinformatics Scientists,Bioinformatics Scientist,Y
19-1029.01,Bioinformatics Scientists,Research Associate,N
19-1029.01,Bioinformatics Scientists,Research Scientist,Y
19-1029.01,Bioinformatics Scientists,Scientific Database Curator,N
19-1029.01,Bioinformatics Scientists,Scientist,Y
19-1029.02,Molecular and Cellular Biologists,Molecular Biologist,Y
19-1029.02,Molecular and Cellular Biologists,Research Scientist,Y
19-1029.03,Geneticists,Cardiovascular Geneticist,Y
19-1029.03,Geneticists,Medical Geneticist,Y
19-1029.03,Geneticists,Research Scientist,Y
19-1029.03,Geneticists,Scientist,Y
19-1029.04,Biologists,Aquatic Biologist,N
19-1029.04,Biologists,Aquatic Scientist,N
19-1029.04,Biologists,Biological Scientist,N
19-1029.04,Biologists,Biologist,Y
19-1029.04,Biologists,Botanist,N
19-1029.04,Biologists,Horticulturist,N
19-1029.04,Biologists,Marine Biologist,N
19-1029.04,Biologists,Research Biologist,Y
19-1029.04,Biologists,Research Scientist,Y
19-1029.04,Biologists,Scientist,Y
19-1031.00,Conservation Scientists,Conservationist,Y
19-1031.00,Conservation Scientists,Environmental Analyst,N
19-1031.00,Conservation Scientists,Environmental Quality Scientist,N
19-1031.00,Conservation Scientists,Erosion Control Specialist,N
19-1031.00,Conservation Scientists,Land Reclamation Specialist,N
19-1031.00,Conservation Scientists,Land Resource Specialist,Y
19-1031.00,Conservation Scientists,Research Soil Scientist,Y
19-1031.00,Conservation Scientists,Resource Conservation Specialist,N
19-1031.00,Conservation Scientists,Resource Conservationist,Y
19-1031.00,Conservation Scientists,Soil Conservationist,N
19-1032.00,Foresters,Area Forester,Y
19-1032.00,Foresters,District Forester,N
19-1032.00,Foresters,Fire Prevention Forester,N
19-1032.00,Foresters,Forest Practices Field Coordinator,N
19-1032.00,Foresters,Forester,Y
19-1032.00,Foresters,Procurement Forester,N
19-1032.00,Foresters,Service Forester,N
19-1032.00,Foresters,Silviculturist,Y
19-1032.00,Foresters,Timber Marker,N
19-1032.00,Foresters,Timber Sales Administrator (Timber Sales Admin),Y
19-1041.00,Epidemiologists,Chronic Disease Epidemiologist,N
19-1041.00,Epidemiologists,Communicable Diseases Specialist,N
19-1041.00,Epidemiologists,Environmental Epidemiologist,N
19-1041.00,Epidemiologists,Epidemiologist,Y
19-1041.00,Epidemiologists,Epidemiology Investigator,N
19-1041.00,Epidemiologists,Infection Control Practitioner (ICP),Y
19-1041.00,Epidemiologists,Nurse Epidemiologist,Y
19-1041.00,Epidemiologists,Public Health Epidemiologist,N
19-1041.00,Epidemiologists,Research Epidemiologist,Y
19-1041.00,Epidemiologists,State Epidemiologist,N
19-2011.00,Astronomers,Astronomer,Y
19-2011.00,Astronomers,Astronomy Outreach Coordinator,Y
19-2011.00,Astronomers,Astrophysicist,Y
19-2011.00,Astronomers,Research Astrophysicist,Y
19-2012.00,Physicists,Biophysics Scientist,N
19-2012.00,Physicists,Health Physicist,Y
19-2012.00,Physicists,Medical Physicist,N
19-2012.00,Physicists,Physicist,Y
19-2012.00,Physicists,Research Consultant,N
19-2012.00,Physicists,Research Physicist,N
19-2012.00,Physicists,Research Scientist,Y
19-2012.00,Physicists,Scientist,Y
19-2021.00,Atmospheric and Space Scientists,Broadcast Meteorologist,N
19-2021.00,Atmospheric and Space Scientists,Forecaster,Y
19-2021.00,Atmospheric and Space Scientists,General Forecaster,Y
19-2021.00,Atmospheric and Space Scientists,Hydrometeorological Technician (Hydrometeorological Tech),N
19-2021.00,Atmospheric and Space Scientists,Meteorologist,Y
19-2021.00,Atmospheric and Space Scientists,Ocean Monitoring and Data Assimilation Scientist,N
19-2021.00,Atmospheric and Space Scientists,Research Meteorologist,Y
19-2021.00,Atmospheric and Space Scientists,Service Hydrologist,N
19-2021.00,Atmospheric and Space Scientists,Warning Coordination Meteorologist,N
19-2021.00,Atmospheric and Space Scientists,Weather Forecaster,N
19-2031.00,Chemists,Air Quality Chemist,N
19-2031.00,Chemists,Analytical Chemist,Y
19-2031.00,Chemists,Chemical Lab Scientist (Chemical Laboratory Scientist),N
19-2031.00,Chemists,Chemist,Y
19-2031.00,Chemists,Forensic Chemist,N
19-2031.00,Chemists,Product Development Chemist,N
19-2031.00,Chemists,QC Chemist (Quality Control Chemist),N
19-2031.00,Chemists,R and D Chemist (Research and Development Chemist),N
19-2031.00,Chemists,Research Chemist,Y
19-2031.00,Chemists,Scientist,Y
19-2041.00,"Environmental Scientists and Specialists, Including Health",Environmental Analyst,N
19-2041.00,"Environmental Scientists and Specialists, Including Health",Environmental Health and Safety Specialist (EHS Specialist),N
19-2041.00,"Environmental Scientists and Specialists, Including Health",Environmental Health Specialist,N
19-2041.00,"Environmental Scientists and Specialists, Including Health",Environmental Programs Specialist,Y
19-2041.00,"Environmental Scientists and Specialists, Including Health",Environmental Protection Specialist,Y
19-2041.00,"Environmental Scientists and Specialists, Including Health",Environmental Scientist,Y
19-2041.00,"Environmental Scientists and Specialists, Including Health",Environmental Specialist,Y
19-2041.00,"Environmental Scientists and Specialists, Including Health",Hazardous Substances Scientist,N
19-2041.00,"Environmental Scientists and Specialists, Including Health",Natural Resources Specialist,N
19-2041.00,"Environmental Scientists and Specialists, Including Health",Registered Environmental Health Specialist (REHS),N
19-2041.01,Climate Change Policy Analysts,Climate Advisor,N
19-2041.01,Climate Change Policy Analysts,Climate Analyst,Y
19-2041.01,Climate Change Policy Analysts,Climate and Energy Program Associate,Y
19-2041.01,Climate Change Policy Analysts,Climate Economist,N
19-2041.01,Climate Change Policy Analysts,Environmental Policy Analyst,Y
19-2041.01,Climate Change Policy Analysts,Policy Analyst,Y
19-2041.01,Climate Change Policy Analysts,Policy Associate,N
19-2041.01,Climate Change Policy Analysts,Policy Research Associate,N
19-2041.01,Climate Change Policy Analysts,Regional Science Advisor,N
19-2041.02,Environmental Restoration Planners,Coastal and Estuary Specialist,Y
19-2041.02,Environmental Restoration Planners,Fisheries Habitat Restoration Specialist,N
19-2041.02,Environmental Restoration Planners,Habitat Restoration Specialist,Y
19-2041.02,Environmental Restoration Planners,Marine Habitat Resources Specialist,Y
19-2041.02,Environmental Restoration Planners,Restoration Ecologist,Y
19-2041.02,Environmental Restoration Planners,Restoration Specialist,N
19-2041.02,Environmental Restoration Planners,Watershed Coordinator,N
19-2041.03,Industrial Ecologists,Ecologist,Y
19-2041.03,Industrial Ecologists,Environmental Consultant,Y
19-2041.03,Industrial Ecologists,Environmental Protection Agency Counselor,Y
19-2041.03,Industrial Ecologists,Research Scientist,Y
19-2041.03,Industrial Ecologists,Researcher,N
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Engineering Geologist,N
